Year,Player,Position,OBPM,DBPM
2020,Lou Williams,PG,-1,-1.5
2020,Patrick Williams,PF,-2.8,0.4
2020,Robert Williams III,C,2.9,3.1
2020,Zion Williamson,PF,6.1,-0.3
2020,James Wiseman,C,-4,-1
2020,Christian Wood,C,1.7,-0.3
2020,Delon Wright,SG-PG,0.6,1.5
2020,Thaddeus Young,PF,1.9,1.4
2020,Trae Young,PG,5.3,-1.7
2020,Cody Zeller,C,-0.2,-0.2
2020,Ivica Zubac,C,0.6,0.4
2021,Precious Achiuwa,C,-2,-0.6
2021,Steven Adams,C,1,1
2021,Bam Adebayo,C,1.7,2.1
2021,LaMarcus Aldridge,C,1.3,-0.6
2021,Nickeil Alexander-Walker,SG,-1.8,-1.1
2021,Grayson Allen,SG,0.6,-0.2
2021,Jarrett Allen,C,2.7,1.2
2021,Jose Alvarado,PG,-0.5,2.4
2021,Kyle Anderson,PF,-0.9,2.1
2021,Giannis Antetokounmpo,PF,7.6,3.5
2021,Carmelo Anthony,PF,0.4,-0.8
2021,Cole Anthony,PG,-0.6,-0.6
2021,OG Anunoby,SF,0.4,0.1
2021,D.J. Augustin,PG,-1.2,-2.4
2021,Deni Avdija,SF,-2.1,0.4
2021,Deandre Ayton,C,2.2,0.6
2021,Marvin Bagley III,PF,-0.5,-1.8
2021,LaMelo Ball,PG,3.3,0.2
2021,Lonzo Ball,PG,0.9,1.6
2021,Mo Bamba,C,-0.2,0.9
2021,Desmond Bane,SF,2.5,0.3
2021,Harrison Barnes,PF,1.5,-1.3
2021,Scottie Barnes,PF,0.5,0.4
2021,RJ Barrett,SF,-0.3,-1.3
2021,Will Barton,SG,0.4,-0.9
2021,Keita Bates-Diop,SF,-2.1,-0.5
2021,Nicolas Batum,PF,0.5,1.8
2021,Darius Bazley,PF,-2.1,0.3
2021,Bradley Beal,SG,2,-1.2
2021,Malik Beasley,SG,0.7,-1.5
2021,DeAndre' Bembry,SF,-2.2,1.5
2021,Davis Bertans,PF,-1.7,-0.9
2021,Patrick Beverley,PG,0.6,2.1
2021,Saddiq Bey,SF,0.9,-1.2
2021,Khem Birch,C,-1.7,0.4
2021,Goga Bitadze,C,-0.2,-0.6
2021,Nemanja Bjelica,C,-0.9,2.3
2021,Eric Bledsoe,PG,-2.1,1.3
2021,Bogdan Bogdanovic,SG,1.5,-0.2
2021,Bojan Bogdanovic,PF,1.6,-1.6
2021,Devin Booker,SG,3.9,0.2
2021,Brandon Boston Jr.,SG,-2.9,-0.4
2021,Chris Boucher,PF,0.5,-0.4
2021,Avery Bradley,SG,-3.5,-0.1
2021,Mikal Bridges,SF,0.5,1.1
2021,Miles Bridges,PF,1.8,-0.3
2021,Oshae Brissett,SF,-0.5,-1.7
2021,Malcolm Brogdon,PG,2.8,-0.5
2021,Armoni Brooks,SG-PG,-2.6,-1.3
2021,Dillon Brooks,SF,-1,-0.8
2021,Bruce Brown,SF,-0.4,1.1
2021,Jaylen Brown,SF,1.9,0.1
2021,Troy Brown Jr.,SF,-1.7,-0.2
2021,Jalen Brunson,PG,0.9,0
2021,Reggie Bullock,SF,-1.4,0
2021,Alec Burks,SG,-0.4,1.2
2021,Jimmy Butler,SF,4.5,1.9
2021,Kentavious Caldwell-Pope,SG,-0.9,-0.6
2021,Facundo Campazzo,PG,-2.1,1.3
2021,Clint Capela,C,2.2,-0.1
2021,Jevon Carter,PG,-1.8,-0.4
2021,Wendell Carter Jr.,C,1,0.6
2021,Alex Caruso,SG,-2.2,2.3
2021,Josh Christopher,SG,-2.2,-1.3
2021,Brandon Clarke,PF,3.1,1.1
2021,Jordan Clarkson,SG,0.5,-1.2
2021,Nic Claxton,C,0.3,0.2
2021,Amir Coffey,SG,-0.3,0
2021,John Collins,PF,1.5,0
2021,Mike Conley,PG,2.4,0.7
2021,Pat Connaughton,SG,0.8,0.4
2021,DeMarcus Cousins,C,-1.8,0.2
2021,Robert Covington,PF-SF,-1.6,1.8
2021,Torrey Craig,SF,-1.7,-0.1
2021,Jae Crowder,PF,-1.3,2.4
2021,Cade Cunningham,PG,-1.1,-0.5
2021,Seth Curry,SG,0.3,-0.9
2021,Stephen Curry,PG,5.4,0.4
2021,Anthony Davis,C,2.6,1.2
2021,Dewayne Dedmon,C,-2.2,1.1
2021,DeMar DeRozan,PF,3.4,-0.9
2021,Hamidou Diallo,SG,-1.2,0.7
2021,Spencer Dinwiddie,PG,0.8,-0.4
2021,Donte DiVincenzo,SG,-1.8,-0.5
2021,Luka Doncic,PG,6.4,1.8
2021,Luguentz Dort,SF,-1.5,-0.7
2021,Ayo Dosunmu,SG,-1.9,-0.1
2021,Andre Drummond,C,-0.1,1.4
2021,Chris Duarte,SG,-1.2,-1.1
2021,Kevin Durant,PF,6.4,0.7
2021,Anthony Edwards,SG,1.6,-0.4
2021,Kessler Edwards,SF,-3.1,-0.8
2021,CJ Elleby,SF,-3.8,-1.5
2021,Wayne Ellington,SG,-0.7,-0.6
2021,Joel Embiid,C,7.2,2
2021,Drew Eubanks,C,-0.5,-0.9
2021,Dorian Finney-Smith,PF,0.1,0.7
2021,Bryn Forbes,SG,-0.7,-2.2
2021,Trent Forrest,PG,-2.3,1.2
2021,Evan Fournier,SG,-0.4,-0.3
2021,De'Aaron Fox,PG,0.6,-1.2
2021,Daniel Gafford,C,1.1,0.5
2021,Danilo Gallinari,PF,1,-1.2
2021,Darius Garland,PG,3.4,-0.8
2021,Rudy Gay,PF,-0.7,-0.3
2021,Paul George,SF,1.7,1.9
2021,Taj Gibson,C,-3,1
2021,Josh Giddey,SG,-1.2,0.3
2021,Shai Gilgeous-Alexander,PG,2.9,0.5
2021,Rudy Gobert,C,2.9,1.7
2021,Aaron Gordon,PF,0.5,-1.1
2021,Eric Gordon,SG,-0.1,-2.2
2021,Devonte' Graham,PG,0.2,-1.2
2021,Jerami Grant,PF,1.4,-0.2
2021,Danny Green,SF,-1.4,0.8
2021,Draymond Green,PF,-1.4,4.6
2021,Jalen Green,SG,-0.5,-2.4
2021,JaMychal Green,PF,-2,0.1
2021,Javonte Green,SF,-0.6,0.7
2021,Jeff Green,C,-1.2,-1.2
2021,Josh Green,SG,-2.4,1.4
2021,Blake Griffin,PF,-0.6,0.1
2021,Quentin Grimes,SG,-1.2,0.9
2021,Rui Hachimura,PF,0.2,-1.7
2021,Tyrese Haliburton,SG-PG,2.7,-0.1
2021,R.J. Hampton,SG,-4,-0.1
2021,Tim Hardaway Jr.,SG,-0.4,0.2
2021,James Harden,PG-SG,3.7,0.3
2021,Maurice Harkless,SF,-3.7,0.4
2021,Montrezl Harrell,C,3.7,0.1
2021,Gary Harris,SG,-2,-0.4
2021,Tobias Harris,PF,0.6,-0.6
2021,Josh Hart,SG-SF,0.5,0.5
2021,Isaiah Hartenstein,C,1.4,3.1
2021,Jaxson Hayes,C,0.6,-0.3
2021,Killian Hayes,PG,-4.3,0.8
2021,Gordon Hayward,SF,0.1,-0.8
2021,Willy Hernangomez,C,1.8,-1.5
2021,Tyler Herro,SG,1.6,-0.9
2021,Buddy Hield,SG,0.5,-1.7
2021,George Hill,SG,-2.2,0.6
2021,Aaron Holiday,PG,-1.9,0.3
2021,Jrue Holiday,PG,2.9,0.3
2021,Justin Holiday,SF-SG,-1.4,-0.8
2021,Richaun Holmes,C,-0.4,-0.1
2021,Rodney Hood,SF-SG,-3.1,-0.3
2021,Al Horford,C,1.4,2.9
2021,Talen Horton-Tucker,SG,-3.2,-0.2
2021,Danuel House Jr.,SF,-1.3,0.2
2021,Dwight Howard,C,-0.2,0
2021,Kevin Huerter,SG,-0.5,-0.7
2021,De'Andre Hunter,SF,-2.4,-1.5
2021,Bones Hyland,PG,0.3,-0.7
2021,Serge Ibaka,C-PF,-1.3,-0.2
2021,Joe Ingles,SF,-0.7,0.5
2021,Brandon Ingram,SF,2.6,-0.6
2021,Kyrie Irving,PG,4.2,-1.2
2021,Frank Jackson,PG,-1.8,-1.7
2021,Jaren Jackson Jr.,PF,-0.9,0.8
2021,Josh Jackson,SF,-4.1,-0.4
2021,Reggie Jackson,SG,-1.4,-1.6
2021,LeBron James,SF,6.9,0.8
2021,Ty Jerome,SG,-2.2,-0.2
2021,Cameron Johnson,PF,2,0.7
2021,James Johnson,PF,-2.7,0.6
2021,Keldon Johnson,SF,0.7,-1.2
2021,Stanley Johnson,PF,-2.8,0.1
2021,Nikola Jokic,C,9.2,4.5
2021,Damian Jones,C,-0.2,0.5
2021,Derrick Jones Jr.,PF,-1.5,0.5
2021,Herbert Jones,PF,-2,1.5
2021,Tre Jones,PG,-0.9,0.4
2021,Tyus Jones,PG,1.2,0.5
2021,Cory Joseph,PG,-2,-0.1
2021,Luke Kennard,SG,0.8,-0.3
2021,Corey Kispert,SF,-0.8,-1.5
2021,Maxi Kleber,PF,-1.6,1.2
2021,John Konchar,SG,0.2,1.3
2021,Furkan Korkmaz,SG,-2,-1.1
2021,Jonathan Kuminga,SF,-1.3,-0.2
2021,Kyle Kuzma,PF,0.2,-0.4
2021,Jeremy Lamb,SF-SG,-0.4,-0.5
2021,Romeo Langford,SG,-2.3,1
2021,Zach LaVine,SF,3.9,-1.5
2021,Damion Lee,SG,-2.4,0.4
2021,Caris LeVert,SG,0,-1.2
2021,Damian Lillard,PG,4,-2.7
2021,Nassir Little,SF,-0.9,-0.6
2021,Kevon Looney,C,-0.9,1.7
2021,Kevin Love,PF,4.3,0.1
2021,Kyle Lowry,PG,1.1,0.8
2021,Trey Lyles,PF,0.5,-0.8
2021,Theo Maledon,PG,-3.7,-0.7
2021,Terance Mann,SF,-0.8,0.2
2021,Tre Mann,PG,-3.3,-1.1
2021,Lauri Markkanen,PF,0.4,-0.1
2021,Naji Marshall,SF,-2.7,-0.5
2021,Caleb Martin,SF,0.1,0.9
2021,Cody Martin,SF,-1.2,0.7
2021,Kenyon Martin Jr.,SF,0,-1.2
2021,Garrison Mathews,SG,-1.3,-1
2021,Wesley Matthews,SG,-3,-0.3
2021,Tyrese Maxey,PG,1.3,-0.7
2021,CJ McCollum,SG,3.2,-1.3
2021,Jaden McDaniels,PF,-2.9,-0.1
2021,Jalen McDaniels,SF,-1.9,-0.4
2021,Doug McDermott,PF,-0.4,-2.1
2021,JaVale McGee,C,-0.1,0.9
2021,Rodney McGruder,SG,-0.7,-0.7
2021,Jordan McLaughlin,PG,-1.2,1.6
2021,Ben McLemore,SG,-0.7,-2.5
2021,De'Anthony Melton,SG,0.3,1.6
2021,Chimezie Metu,C,-1.6,0.1
2021,Khris Middleton,SF,1.9,-0.3
2021,Patty Mills,PG,-0.3,-1.4
2021,Shake Milton,PG,-1.6,-0.6
2021,Davion Mitchell,PG,-2.1,-1.7
2021,Donovan Mitchell,SG,4.6,-0.3
2021,Evan Mobley,PF,-0.9,1.5
2021,Malik Monk,SG,0.5,-1
2021,Ja Morant,PG,6.2,-0.1
2021,Marcus Morris Sr.,PF,-0.3,-1
2021,Monte Morris,PG,0.8,-0.8
2021,Trey Murphy III,SF,0.2,-1.4
2021,Dejounte Murray,PG,3.7,1.7
2021,Svi Mykhailiuk,SF,-2.7,-0.2
2021,Larry Nance Jr.,PF,-0.5,0.4
2021,Raul Neto,PG,-2.5,-0.5
2021,Georges Niang,PF,-0.8,-1.1
2021,Jaylen Nowell,SG,1.5,-0.7
2021,Jusuf Nurkic,C,0.1,0.2
2021,Jordan Nwora,SF,-2.7,-1.5
2021,Royce O'Neale,SF,-0.8,1.7
2021,Chuma Okeke,PF,-1.6,1.5
2021,Onyeka Okongwu,C,0,0.8
2021,Isaac Okoro,SF,-2.4,0.7
2021,Kelly Olynyk,C,0.5,1
2021,Cedi Osman,SF,-0.3,0.5
2021,Kelly Oubre Jr.,SF,0.2,-1.6
2021,Eric Paschall,PF,0.5,-1
2021,Chris Paul,PG,3.1,2.3
2021,Cameron Payne,PG,-0.4,0.4
2021,Gary Payton II,PG,0.3,3.4
2021,Mason Plumlee,C,-1.5,1.5
2021,Jakob Poeltl,C,0.9,0.7
2021,Aleksej Pokusevski,PF,-2.7,0.1
2021,Jordan Poole,SG,1.3,-0.3
2021,Kevin Porter Jr.,PG,-0.1,-1.6
2021,Otto Porter Jr.,PF,1,2.1
2021,Bobby Portis,C,1.2,-1
2021,Kristaps Porzingis,PF,3.3,0.6
2021,Dwight Powell,C,0.4,0.5
2021,Norman Powell,SF-SG,1.2,-1.5
2021,Joshua Primo,SG,-3.9,-1.1
2021,Taurean Prince,PF,-1,0
2021,Payton Pritchard,SG,1.7,0.1
2021,Immanuel Quickley,PG,0.2,0
2021,Julius Randle,PF,0.4,0.2
2021,Austin Reaves,SG,-1.3,-0.6
2021,Cam Reddish,SF,-1,-0.3
2021,Naz Reid,C,-0.5,0.5
2021,Josh Richardson,SG,-0.6,0.7
2021,Austin Rivers,SG,-3.5,-0.3
2021,Duncan Robinson,SG,-0.3,-0.3
2021,Mitchell Robinson,C,1,1.2
2021,Jeremiah Robinson-Earl,C,-1.9,-0.3
2021,Isaiah Roby,PF,0.4,0.2
2021,Terrence Ross,SG,-2.5,-1.1
2021,Terry Rozier,SG,2.4,-0.7
2021,Ricky Rubio,PG,-1,1.2
2021,D'Angelo Russell,PG,2.2,-1.5
2021,Domantas Sabonis,C-PF,3.2,0.9
2021,Tomas Satoransky,SG,-3.3,-0.3
2021,Dennis Schroder,SG-PG,-1.5,-0.4
2021,Alperen Sengun,C,-1.6,0.6
2021,Landry Shamet,SG,-0.9,-0.4
2021,Pascal Siakam,PF,2.7,0.8
2021,Anfernee Simons,SG,1.9,-2.7
2021,Marcus Smart,PG,-1.2,1.7
2021,Ish Smith,PG,-2.2,-0.6
2021,Jalen Smith,PF,0.9,-1.4
2021,Tony Snell,SG,-3.4,-0.8
2021,Lance Stephenson,SG-SF,-1.6,-1.6
2021,Lamar Stevens,PF,-3.2,0.3
2021,Isaiah Stewart,C,-2.5,-0.8
2021,Max Strus,SF,1.4,-0.4
2021,Jalen Suggs,PG,-5.3,-0.2
2021,Jae'Sean Tate,SF,-1.3,-0.5
2021,Jayson Tatum,SF,4.3,0.6
2021,Terry Taylor,SG,2.2,-2.7
2021,Garrett Temple,SG,-2.8,0.3
2021,Daniel Theis,C,-1.9,-0.2
2021,Cam Thomas,SG,-1.9,-1.4
2021,Klay Thompson,SG,2.6,-1.6
2021,Tristan Thompson,PF,-1.6,-1.5
2021,Matisse Thybulle,SG,-2.2,3.3
2021,Xavier Tillman Sr.,PF,-1.1,1.8
2021,Obi Toppin,PF,1.7,0.3
2021,Juan Toscano-Anderson,SF,-3.2,2.4
2021,Karl-Anthony Towns,C,4.5,0.5
2021,Gary Trent Jr.,SG,-0.1,0.3
2021,P.J. Tucker,PF,-0.8,1.4
2021,Myles Turner,C,0.1,1.4
2021,Jonas Valanciunas,C,2,-0.1
2021,Jarred Vanderbilt,PF,-0.8,1
2021,Fred VanVleet,PG,3.1,0.5
2021,Devin Vassell,SF,-0.5,0
2021,Gabe Vincent,PG,-1.9,0.5
2021,Nikola Vucevic,C,0.8,0.1
2021,Dean Wade,PF,-1.9,1.3
2021,Franz Wagner,SF,-0.4,-0.3
2021,Moritz Wagner,C,1.5,0.1
2021,Kemba Walker,PG,0.7,-0.2
2021,Lonnie Walker IV,SG,-1.2,-1.3
2021,Duane Washington Jr.,PG,-1.9,-2.8
2021,P.J. Washington,PF,-0.2,0.2
2021,Trendon Watford,SF,-1.4,-0.4
2021,Russell Westbrook,PG,-0.7,-0.9
2021,Coby White,PG,-0.4,-1.7
2021,Derrick White,SG,0.4,0.6
2021,Hassan Whiteside,C,0.6,1.4
2021,Aaron Wiggins,SG,-3.4,-0.9
2021,Andrew Wiggins,SF,0.3,0.1
2021,Grant Williams,PF,-1.4,1.1
2021,Kenrich Williams,SF,-1.3,1.1
2021,Lou Williams,PG,-2,-1.4
2021,Robert Williams III,C,2.4,3.1
2021,Ziaire Williams,SF,-2.4,-0.6
2021,Justise Winslow,SF,-2.7,1
2021,Christian Wood,C,2.1,-0.4
2021,Delon Wright,SG,-0.2,2.4
2021,Thaddeus Young,PF,0.1,2.1
2021,Trae Young,PG,7.1,-2
2021,Omer Yurtseven,C,-1.4,0.4
2021,Ivica Zubac,C,-0.1,0.8
