Year,Player,Position,OBPM,DBPM
2011,Arron Afflalo,SG,1.4,-1.2
2011,LaMarcus Aldridge,PF,3.4,-0.4
2011,Ray Allen,SG,1.5,0.7
2011,Tony Allen,SG,-0.6,2.3
2011,Al-Farouq Aminu,SF,-2.9,0.7
2011,Lou Amundson,PF,-4,0.1
2011,Ryan Anderson,PF,5.2,-1.1
2011,Carmelo Anthony,SF,3.8,-0.2
2011,Joel Anthony,C,-2,1.6
2011,Trevor Ariza,SF,-0.4,1.7
2011,Omer Asik,C,-3.2,2.5
2011,D.J. Augustin,PG,0.7,-3.2
2011,Gustavo Ayon,PF,0,2.5
2011,Leandro Barbosa,SG,-0.6,-0.6
2011,J.J. Barea,PG,1.1,-2.1
2011,Andrea Bargnani,C,2.4,-1.3
2011,Matt Barnes,SF,0.4,1.3
2011,Brandon Bass,PF,-1.3,0.3
2011,Shane Battier,SF,-0.7,1.6
2011,Nicolas Batum,SF,2.6,0
2011,Jerryd Bayless,PG,2.4,-0.7
2011,Michael Beasley,SF,-1.2,-0.9
2011,Rodrigue Beaubois,PG,-0.4,1.7
2011,Marco Belinelli,SG,-0.4,-0.8
2011,Raja Bell,SG,-1.8,-0.7
2011,Andris Biedrins,C,-3.8,1.5
2011,Bismack Biyombo,C,-4.5,-0.2
2011,DeJuan Blair,PF,-0.4,0
2011,Steve Blake,PG,-2.5,0
2011,Matt Bonner,PF,2.4,0.3
2011,Trevor Booker,PF,-0.8,0
2011,Carlos Boozer,PF,1.1,1.6
2011,Chris Bosh,PF,1,-0.2
2011,Avery Bradley,PG,-2.3,0.7
2011,Elton Brand,C,-0.2,1.8
2011,Corey Brewer,SF,-0.8,0.7
2011,Ronnie Brewer,SG,-1.5,2.2
2011,MarShon Brooks,SG,-0.7,-1.7
2011,Derrick Brown,SF,-0.3,-1.2
2011,Shannon Brown,SG,-0.2,-0.9
2011,Kobe Bryant,SG,4.2,-0.9
2011,Chase Budinger,SF,1.8,-0.6
2011,Alec Burks,SG,-0.6,-1.4
2011,Caron Butler,SF,-0.8,-1.2
2011,Andrew Bynum,C,2.7,0.2
2011,Jose Calderon,PG,2.4,-0.7
2011,Marcus Camby,C,-0.1,2.3
2011,Vince Carter,SG,-0.7,0.8
2011,Omri Casspi,SF,-1.3,-0.9
2011,Mario Chalmers,PG,-0.8,1.2
2011,Tyson Chandler,C,1.2,1.1
2011,Norris Cole,PG,-4.9,-1.4
2011,Darren Collison,PG,0.3,-0.5
2011,Nick Collison,PF,-0.5,0.7
2011,Mike Conley,PG,1,1.4
2011,Daequan Cook,SG,-0.5,-0.7
2011,DeMarcus Cousins,C,0.4,-1.3
2011,Jamal Crawford,PG,1,-1.2
2011,Jordan Crawford,SG,0.4,-2.1
2011,Dante Cunningham,PF,-0.3,1
2011,Stephen Curry,PG,4.1,0.3
2011,Samuel Dalembert,C,-1.1,1.1
2011,Ed Davis,PF,-1.2,0.8
2011,Glen Davis,PF,-2.4,-0.7
2011,Carlos Delfino,SF,-1.1,1.1
2011,Luol Deng,SF,0.6,1.1
2011,DeMar DeRozan,SG,-1.4,-1.3
2011,Boris Diaw,PF,-1.6,-0.2
2011,Goran Dragic,PG,1.9,0
2011,Jared Dudley,SG,1.6,-0.4
2011,Chris Duhon,PG,-2.4,0.6
2011,Tim Duncan,C,2,1.3
2011,Mike Dunleavy,SF,2.3,-0.9
2011,Kevin Durant,SF,6.2,0.8
2011,Wayne Ellington,SG,-2.7,-0.2
2011,Monta Ellis,SG,1,-1.3
2011,Reggie Evans,PF,-3.5,-0.2
2011,Tyreke Evans,SG,0.3,-0.9
2011,Kenneth Faried,PF,2.4,-0.2
2011,Jordan Farmar,PG,2.5,-2.1
2011,Derrick Favors,PF,-0.6,-0.5
2011,Raymond Felton,PG,-0.3,-1.2
2011,Rudy Fernandez,SG,0.6,0.1
2011,Landry Fields,SG,-1.1,1.1
2011,Derek Fisher,PG,-3.7,0.4
2011,Gary Forbes,SG,-0.4,-0.6
2011,Randy Foye,SG,1.1,-0.9
2011,Jimmer Fredette,PG,-0.9,-2.5
2011,Enes Freedom,C,-1.2,-1.7
2011,Channing Frye,PF,0.2,0.7
2011,Sundiata Gaines,SG,-0.5,0.8
2011,Danilo Gallinari,SF,1.9,-0.1
2011,Francisco Garcia,SF,-1.6,0.9
2011,Kevin Garnett,C,1.8,2.5
2011,Marc Gasol,C,1,2.1
2011,Pau Gasol,PF,2.6,0.8
2011,Rudy Gay,SF,1.7,0.2
2011,Alonzo Gee,SG,-1.2,-0.2
2011,Paul George,SG,1.4,2.1
2011,Daniel Gibson,SG,-1.9,-0.4
2011,Taj Gibson,PF,-0.7,1.5
2011,Manu Ginobili,SG,5.8,1
2011,Drew Gooden,C,1.5,-0.6
2011,Ben Gordon,SG,-0.3,-1.4
2011,Marcin Gortat,C,2.2,0
2011,Danny Granger,SF,3.5,-0.6
2011,Aaron Gray,C,-3.6,0.1
2011,Danny Green,SG,1.8,1.2
2011,Gerald Green,SF,0.7,-0.5
2011,Willie Green,SG,0.1,-0.6
2011,Donte Greene,PF,-1.6,-0.8
2011,Blake Griffin,PF,3.9,-0.2
2011,Tyler Hansbrough,PF,-1.1,-0.7
2011,James Harden,SG,4.1,0.2
2011,Al Harrington,PF,0.5,-0.8
2011,Devin Harris,PG,1.6,-0.8
2011,Udonis Haslem,PF,-2.2,-0.2
2011,Spencer Hawes,C,-0.2,1.6
2011,Chuck Hayes,C,-3.2,0.2
2011,Gordon Hayward,SF,1.7,-0.1
2011,Brendan Haywood,C,-2.1,0.2
2011,Gerald Henderson,SG,-1,-1.7
2011,Xavier Henry,SG,-3.7,-0.3
2011,Roy Hibbert,C,1,0.4
2011,JJ Hickson,PF,-0.8,-1.5
2011,Nene,C,0.4,1
2011,George Hill,PG,1.8,0.5
2011,Grant Hill,SF,-1.4,0.5
2011,Kirk Hinrich,SG,-2.6,0.5
2011,Jrue Holiday,PG,-0.5,0.9
2011,Dwight Howard,C,2.2,2
2011,Josh Howard,SF,-2.8,-0.9
2011,Kris Humphries,PF,0.2,-1.2
2011,Serge Ibaka,PF,0.1,2.3
2011,Andre Iguodala,SF,1.5,2.5
2011,Ersan Ilyasova,PF,3.1,-1.1
2011,Kyrie Irving,PG,4.6,-0.5
2011,Jarrett Jack,PG,2.5,-0.9
2011,Stephen Jackson,SF,-2.6,0.2
2011,LeBron James,SF,8.2,2.7
2011,Antawn Jamison,PF,1.4,-1.6
2011,Al Jefferson,C,3.5,0.2
2011,Richard Jefferson,SF,-0.2,-0.3
2011,Jared Jeffries,PF,-2.3,1.4
2011,Charles Jenkins,PG,-2.7,-1.5
2011,Brandon Jennings,PG,3,-0.3
2011,Jonas Jerebko,PF,-0.8,-0.7
2011,Amir Johnson,PF,-1.4,0.9
2011,Ivan Johnson,PF,-2.8,0.6
2011,James Johnson,SF,-0.9,2.3
2011,Joe Johnson,SG,3.1,-1
2011,Wesley Johnson,SF,-2.7,0.6
2011,Dahntay Jones,SF,-1.7,-0.1
2011,DeAndre Jordan,C,-0.4,0.4
2011,Chris Kaman,C,-1.8,0.5
2011,Jason Kidd,PG,-0.8,2.4
2011,Linas Kleiza,SF,-0.8,-1.2
2011,Brandon Knight,PG,-0.9,-1.7
2011,Kyle Korver,SG,1.1,1.2
2011,Kosta Koufos,C,0.5,0.4
2011,Carl Landry,PF,1.3,-1.5
2011,Ty Lawson,PG,3.6,-0.4
2011,Courtney Lee,SG,-0.4,0.3
2011,David Lee,PF,1.2,-1.6
2011,Kawhi Leonard,SF,1.6,1.8
2011,Rashard Lewis,SF,-2.3,-1.3
2011,Jeremy Lin,PG,2.6,1.2
2011,Shaun Livingston,SG,-1.5,0.2
2011,Robin Lopez,C,-2.2,0
2011,Kevin Love,PF,6.1,-0.9
2011,Kyle Lowry,PG,2.8,1.2
2011,John Lucas III,PG,2.9,0
2011,Shelvin Mack,PG,-2,-0.7
2011,Corey Maggette,SF,-1.3,-2.6
2011,Ian Mahinmi,C,-2.8,0.4
2011,Shawn Marion,SF,-0.2,0.6
2011,Kenyon Martin,PF,-3.5,1.5
2011,Kevin Martin,SG,2.3,-1.1
2011,Wesley Matthews,SG,0.3,0.1
2011,Jason Maxiell,PF,-2.6,-0.6
2011,O.J. Mayo,SG,0.5,0.4
2011,Luc Mbah a Moute,PF,-1.2,0.1
2011,JaVale McGee,C,0.1,0
2011,Tracy McGrady,SF,-0.1,0.7
2011,Dominic McGuire,PF,-1.8,1
2011,Josh McRoberts,PF,-2.1,0.7
2011,Jodie Meeks,SG,-0.8,0.1
2011,CJ Miles,SG,-1.4,-0.4
2011,Andre Miller,SG,0.5,-0.9
2011,Mike Miller,SG,0.3,-0.2
2011,Paul Millsap,PF,2.6,1.3
2011,Greg Monroe,C,2.8,0.1
2011,Markieff Morris,PF,-2.6,0.5
2011,Anthony Morrow,SG,0.1,-2
2011,Byron Mullens,C,-2.5,-2.1
2011,Troy Murphy,PF,-2,0.9
2011,Steve Nash,PG,4.7,-1.2
2011,Gary Neal,SG,0.7,-0.8
2011,Jameer Nelson,PG,0.8,-0.9
2011,Joakim Noah,C,1.7,2.1
2011,Steve Novak,PF,4.6,-0.5
2011,Dirk Nowitzki,PF,3.7,0.1
2011,Lamar Odom,SF,-3.2,0.1
2011,Emeka Okafor,C,-0.3,-0.1
2011,Zaza Pachulia,C,-1.5,0.8
2011,Anthony Parker,SF,-1.3,-0.3
2011,Tony Parker,PG,3.6,-0.9
2011,Chandler Parsons,SF,0.1,0.7
2011,Patrick Patterson,PF,-2,-0.9
2011,Chris Paul,PG,6.7,2.4
2011,Nikola Pekovic,C,2.3,-1.3
2011,Kendrick Perkins,C,-3,0.9
2011,Johan Petro,C,-3.9,-0.9
2011,Paul Pierce,SF,3,1.1
2011,Mickael Pietrus,SG,-2.1,0.3
2011,Quincy Pondexter,SF,-1.9,-0.1
2011,Tayshaun Prince,SF,0,-1.5
2011,Vladimir Radmanovic,SF,-0.4,0.6
2011,Zach Randolph,PF,1,-0.7
2011,Michael Redd,SG,-0.2,-2.4
2011,JJ Redick,SG,1.6,-0.6
2011,Jason Richardson,SG,0.3,0.4
2011,Quentin Richardson,SF,-2.5,1
2011,Luke Ridnour,SG,-0.6,0.2
2011,Nate Robinson,PG,1.5,-1.1
2011,Rajon Rondo,PG,1.5,0.6
2011,Derrick Rose,PG,6.1,0.3
2011,Ricky Rubio,PG,-0.4,1.4
2011,Brandon Rush,SF,2.1,-0.4
2011,John Salmons,SF,-2.7,-0.7
2011,Samardo Samuels,C,-4,-1.3
2011,Luis Scola,PF,-1,-0.9
2011,Thabo Sefolosha,SG,-1.3,1.7
2011,Kevin Seraphin,C,-1.4,-0.3
2011,Ramon Sessions,PG,1,-1.4
2011,Iman Shumpert,PG,-3,1.6
2011,Chris Singleton,SF,-3.5,1.2
2011,JR Smith,SG,0.8,1.3
2011,Jason Smith,PF,-0.2,-0.2
2011,Josh Smith,PF,1.7,2.1
2011,Marreese Speights,PF,-1.8,-1.2
2011,Tiago Splitter,C,0.9,1.1
2011,DeShawn Stevenson,SF,-3.9,-0.6
2011,Greg Stiemsma,C,-4,5.5
2011,Amar'e Stoudemire,PF,0.1,-0.4
2011,Rodney Stuckey,SG,1.7,-1
2011,Jeff Teague,PG,0,1.3
2011,Sebastian Telfair,PG,-1.7,0.4
2011,Jason Terry,SG,1.7,-0.3
2011,Isaiah Thomas,PG,2.4,-1.6
2011,Kurt Thomas,C,-4,2.1
2011,Tyrus Thomas,PF,-5.9,-0.1
2011,Jason Thompson,PF,0.2,-1.1
2011,Klay Thompson,SG,0.3,-1.7
2011,Tristan Thompson,PF,-2.4,-2.3
2011,Marcus Thornton,SG,2.4,-1.4
2011,Anthony Tolliver,SF,-2.8,0.1
2011,Hedo Turkoglu,SF,-1,0.1
2011,Evan Turner,SF,-2.2,1
2011,Ekpe Udoh,C,-2.9,1.3
2011,Beno Udrih,SG,-0.9,-1.2
2011,Anderson Varejao,C,1.3,-0.2
2011,Greivis Vasquez,PG,-0.2,-0.9
2011,Jan Vesely,PF,-3,0.4
2011,Nikola Vucevic,C,-2.5,0.3
2011,Dwyane Wade,SG,6,1.9
2011,Kemba Walker,PG,0.7,-1.4
2011,John Wall,PG,1.3,-0.6
2011,Ben Wallace,C,-1.8,2.4
2011,Gerald Wallace,SF,0.4,0.7
2011,C.J. Watson,PG,-0.5,0.2
2011,Earl Watson,PG,-2.6,1.2
2011,Martell Webster,SF,-1.9,0.2
2011,David West,PF,1.4,0.4
2011,Delonte West,PG,-0.6,1.6
2011,Russell Westbrook,PG,3.7,-0.7
2011,DJ White,PF,-2.3,-1.5
2011,Damien Wilkins,SF,-4.2,0.2
2011,Deron Williams,PG,4.2,-1.9
2011,Derrick Williams,PF,-1.4,-0.7
2011,Lou Williams,PG,3.7,0.2
2011,Marvin Williams,SF,1.1,0.2
2011,Mo Williams,SG,1.4,-1.2
2011,Reggie Williams,SF,-0.4,-2
2011,Shelden Williams,C,-2.7,-0.6
2011,Metta World Peace,SF,-1.6,1
2011,Brandan Wright,C,1.9,1.8
2011,Dorell Wright,SF,1.6,-0.7
2011,Nick Young,SG,-0.3,-2.1
2011,Thaddeus Young,PF,1.4,0.6
2012,Jeff Adrien,PF,-2.1,-0.9
2012,Arron Afflalo,SF,-1.1,-1.8
2012,LaMarcus Aldridge,PF,1.7,-0.4
2012,Lavoy Allen,C,-3,-0.3
2012,Ray Allen,SG,1.1,-0.8
2012,Tony Allen,SG,-2,2.4
2012,Al-Farouq Aminu,SF,-1.3,1.2
2012,Alan Anderson,SF,-0.5,-1.3
2012,Ryan Anderson,PF,4.1,-2.1
2012,Carmelo Anthony,PF,6,-1.7
2012,Trevor Ariza,SF,0.1,2
2012,Darrell Arthur,PF,-2.8,0.4
2012,Omer Asik,C,-1.3,-0.3
2012,D.J. Augustin,PG,-0.7,0.1
2012,Gustavo Ayon,C,-3,1.3
2012,Luke Babbitt,PF,-1.7,-0.7
2012,J.J. Barea,PG,0.7,-1.3
2012,Andrea Bargnani,PF,-1.1,-1.6
2012,Harrison Barnes,SF,-1.6,-0.1
2012,Matt Barnes,SF,1.1,0.7
2012,Will Barton,SG,-4,-0.6
2012,Brandon Bass,PF,-1.9,0
2012,Shane Battier,SF,0.9,0.1
2012,Nicolas Batum,SF,2.3,0.5
2012,Jerryd Bayless,PG,-0.6,0.7
2012,Bradley Beal,SG,0,0.2
2012,Michael Beasley,SF,-2.7,-2
2012,Marco Belinelli,SG,-1.9,-0.4
2012,Patrick Beverley,PG,1.7,2.1
2012,Bismack Biyombo,C,-3.6,-0.8
2012,DeJuan Blair,PF,-2.4,0.8
2012,Steve Blake,PG,0.1,0.4
2012,Andray Blatche,C,1.3,0.9
2012,Eric Bledsoe,PG,1.3,2.2
2012,Keith Bogans,SG,-2.3,-0.3
2012,Andrew Bogut,C,-1.4,2.8
2012,Matt Bonner,PF,-0.2,0.4
2012,Trevor Booker,PF,-1.5,0.6
2012,Carlos Boozer,PF,-0.3,0.2
2012,Chris Bosh,C,1.5,-0.2
2012,Avery Bradley,PG,-4,0.3
2012,Elton Brand,C,-1.7,0.9
2012,Corey Brewer,SF,-0.2,0.6
2012,Ronnie Brewer,SF,-1.7,0.9
2012,Aaron Brooks,PG,-0.8,-1.4
2012,MarShon Brooks,SG,-1.6,-0.1
2012,Shannon Brown,SG,-1.1,-0.5
2012,Kobe Bryant,SG,4.7,-0.1
2012,Alec Burks,SG,-1.9,-0.7
2012,Caron Butler,SF,-0.1,-1.2
2012,Jimmy Butler,SF,1,1
2012,Will Bynum,PG,0.6,-1.6
2012,Jose Calderon,PG,4.3,-1.2
2012,DeMarre Carroll,SF,0.4,0.9
2012,Vince Carter,SF,2.7,0.3
2012,Mario Chalmers,PG,-0.5,0.9
2012,Tyson Chandler,C,1.5,-0.3
2012,Wilson Chandler,PF,0.7,-0.1
2012,Earl Clark,PF,-1.2,0.5
2012,Victor Claver,SF,-3.6,0
2012,Norris Cole,PG,-4.3,-0.6
2012,Darren Collison,PG,0.4,-0.3
2012,Nick Collison,C,-0.2,1.1
2012,Mike Conley,PG,2.3,2.3
2012,Chris Copeland,PF,1.1,-1.6
2012,DeMarcus Cousins,C,0.7,-0.5
2012,Jamal Crawford,SG,2.3,-1.3
2012,Jordan Crawford,SG,0.3,-1.1
2012,Jae Crowder,SF,-1.9,0.9
2012,Dante Cunningham,PF,-1.8,0.4
2012,Stephen Curry,PG,5.3,0.1
2012,Samuel Dalembert,C,-0.8,0.2
2012,Marquis Daniels,SF,-3.5,0.6
2012,Anthony Davis,PF,1.8,0.7
2012,Ed Davis,C-PF,-0.2,0.4
2012,Glen Davis,PF,-1.6,-0.3
2012,Nando De Colo,SG,-2.4,1.2
2012,Carlos Delfino,SF,1.1,0.3
2012,Luol Deng,SF,1,-0.3
2012,DeMar DeRozan,SG,-0.2,-1.2
2012,Boris Diaw,PF,-0.7,1.5
2012,Toney Douglas,PG,-0.9,0.3
2012,Goran Dragic,PG,1.7,-0.3
2012,Andre Drummond,C,1,1.5
2012,Jared Dudley,SF,1,-0.4
2012,Chris Duhon,PG,-2.4,-0.5
2012,Tim Duncan,C,2.4,2.9
2012,Mike Dunleavy,SF,0.5,-0.2
2012,Kevin Durant,SF,7.6,1.7
2012,Wayne Ellington,SG,0,-0.5
2012,Monta Ellis,SG,0.3,0.3
2012,Reggie Evans,PF,-1.7,0
2012,Tyreke Evans,SG,2,-0.2
2012,Festus Ezeli,C,-4,0.7
2012,Kenneth Faried,PF,0.9,0.2
2012,Derrick Favors,PF,-1.6,1.1
2012,Raymond Felton,PG,0.9,-0.8
2012,Landry Fields,SF,-1.8,0
2012,Randy Foye,SG,0.1,-0.7
2012,Jimmer Fredette,SG,1.1,-2.5
2012,Enes Freedom,C,-0.7,-1.4
2012,Danilo Gallinari,SF,2.9,-0.1
2012,Francisco Garcia,SG-SF,-0.7,0.8
2012,Kevin Garnett,C,0.9,1.7
2012,Marc Gasol,C,2.1,3.1
2012,Pau Gasol,PF,1.1,0.9
2012,Rudy Gay,SF,0.5,0.5
2012,Alonzo Gee,SF,-2.2,-0.3
2012,Paul George,SF,1.5,2.3
2012,Daniel Gibson,PG,-2.8,-0.6
2012,Taj Gibson,PF,-2.1,1
2012,Manu Ginobili,SG,2.1,1.5
2012,Ben Gordon,SG,-0.2,-3.2
2012,Eric Gordon,SG,0.6,-1.9
2012,Marcin Gortat,C,-0.8,0.3
2012,Danny Green,SG,1.4,1.4
2012,Draymond Green,SF,-5,1.4
2012,Gerald Green,SF,-1.6,-0.3
2012,Jeff Green,PF,-0.2,-0.1
2012,Willie Green,SG,-0.2,-0.7
2012,Blake Griffin,PF,3.2,0.8
2012,Richard Hamilton,SG,-2.8,-1.2
2012,Tyler Hansbrough,PF,-1.3,-0.7
2012,James Harden,SG,5.2,0.5
2012,Maurice Harkless,SF,-1.6,0.3
2012,Devin Harris,SG,-0.5,0.6
2012,Tobias Harris,SF-PF,0,-0.5
2012,Udonis Haslem,PF,-2.6,-0.5
2012,Spencer Hawes,C,-1.1,0.6
2012,Chuck Hayes,C,-1.2,-0.2
2012,Gordon Hayward,SF,2.5,-0.5
2012,Brendan Haywood,C,-4.2,-1.8
2012,Gerald Henderson,SG,0.3,-1.4
2012,John Henson,PF,-0.7,-1
2012,Roy Hibbert,C,-1.7,1.4
2012,JJ Hickson,C,1.3,-1.1
2012,Nene,PF,-0.4,1.7
2012,George Hill,PG,2.2,1.1
2012,Kirk Hinrich,PG,-2,1.2
2012,Jrue Holiday,PG,1.2,-0.7
2012,Al Horford,C,1.3,0.6
2012,Dwight Howard,C,-0.6,1.1
2012,Kris Humphries,PF,-1.9,-1
2012,Serge Ibaka,PF,0.9,0.7
2012,Andre Iguodala,SG,1.2,1.4
2012,Ersan Ilyasova,PF,2,0
2012,Kyrie Irving,PG,4.3,-0.7
2012,Jarrett Jack,SG,1.1,-0.6
2012,Reggie Jackson,PG,-0.4,0.5
2012,Stephen Jackson,SF,-3.6,0.1
2012,LeBron James,PF,9.3,2.4
2012,Mike James,PG,-2.5,-1
2012,Antawn Jamison,PF,1,-1.1
2012,Al Jefferson,C,2.2,0.1
2012,John Jenkins,SG,0.4,-1.2
2012,Brandon Jennings,PG,1.7,-0.6
2012,Jonas Jerebko,PF,0.3,-0.4
2012,Amir Johnson,PF,0,1
2012,Ivan Johnson,PF,-2.3,0.7
2012,James Johnson,SF,-3.9,0.3
2012,Joe Johnson,SG,1.4,-1.4
2012,Wesley Johnson,SF,-1.6,-1.7
2012,Dahntay Jones,SF,-4.9,-0.6
2012,DeQuan Jones,SF,-3.8,-0.8
2012,DeAndre Jordan,C,-0.1,-0.2
2012,Chris Kaman,C,-1.5,-0.8
2012,Jason Kidd,SG,0.6,2.7
2012,Michael Kidd-Gilchrist,SF,-1.6,-0.9
2012,Andrei Kirilenko,SF,1.8,1.8
2012,Brandon Knight,PG,-0.9,-1.9
2012,Kyle Korver,SF,1.1,0.7
2012,Kosta Koufos,C,0.2,0.4
2012,Carl Landry,PF,0.5,-0.7
2012,Ty Lawson,PG,2.5,-0.5
2012,Courtney Lee,SG,-1.8,1.2
2012,David Lee,PF,1.4,0.4
2012,Kawhi Leonard,SF,1.1,2
2012,Meyers Leonard,C,-2.7,-0.6
2012,Rashard Lewis,PF,-1.5,-1
2012,Damian Lillard,PG,2.1,-1.9
2012,Jeremy Lin,PG,-0.1,0.4
2012,Shaun Livingston,PG,-1.5,0.4
2012,Brook Lopez,C,3.4,-0.2
2012,Robin Lopez,C,1.3,-0.7
2012,Kyle Lowry,PG,2,0.9
2012,John Lucas III,PG,0.6,-1.2
2012,Ian Mahinmi,C,-4.7,1.4
2012,Shawn Marion,PF,1.6,0.6
2012,Kendall Marshall,PG,-3.5,-1.7
2012,Kevin Martin,SG,1.7,-0.7
2012,Roger Mason Jr.,SG,-1.3,-0.5
2012,Wesley Matthews,SG,0.7,-0.2
2012,Jason Maxiell,PF,-3.3,-0.1
2012,Eric Maynor,PG-SG,-1.9,-2.6
2012,O.J. Mayo,SG,0.1,-0.6
2012,Luc Mbah a Moute,SF,-3.5,-0.6
2012,JaVale McGee,C,0.4,1.2
2012,Josh McRoberts,PF,-1.1,-0.2
2012,Jodie Meeks,SG,-0.7,-0.3
2012,CJ Miles,SF,2,-0.9
2012,Andre Miller,PG,1.1,-0.2
2012,Mike Miller,SF,1.8,-0.3
2012,Paul Millsap,PF,1.7,1
2012,Greg Monroe,C,1.5,0.4
2012,E'Twaun Moore,SG,-1.6,-0.7
2012,Marcus Morris Sr.,PF-SF,-1.2,-0.8
2012,Markieff Morris,PF,-2.2,0.2
2012,Byron Mullens,PF,-1.4,-2
2012,Steve Nash,PG,1.8,-1.4
2012,Gary Neal,SG,-1.2,-0.9
2012,Jameer Nelson,PG,0.1,-1.3
2012,Andrew Nicholson,PF,-1.8,-0.9
2012,Joakim Noah,C,0.6,2.7
2012,Steve Novak,SF,1,-1
2012,Dirk Nowitzki,PF,3,0.1
2012,Jermaine O'Neal,C,-1.9,0.6
2012,Lamar Odom,PF,-2.8,2.1
2012,Emeka Okafor,C,-1,0.3
2012,Zaza Pachulia,C,-2,0.2
2012,Tony Parker,PG,4.1,-0.5
2012,Chandler Parsons,SF,2,0
2012,Patrick Patterson,PF,0.9,-0.9
2012,Chris Paul,PG,6.4,2.4
2012,Nikola Pekovic,C,1.7,-1.2
2012,Kendrick Perkins,C,-3.2,1.4
2012,Paul Pierce,SF,3,0.7
2012,Quincy Pondexter,SF,-0.8,0.6
2012,AJ Price,PG,-0.2,-0.4
2012,Pablo Prigioni,PG,-0.8,0.9
2012,Tayshaun Prince,SF,-0.9,-0.2
2012,Zach Randolph,PF,1,-0.7
2012,JJ Redick,SG,1.3,-1.7
2012,Jason Richardson,SG,-0.9,0.5
2012,Luke Ridnour,SG,-1,0.2
2012,Austin Rivers,SG,-4.7,-1.6
2012,Brian Roberts,PG,0.8,-1.4
2012,Nate Robinson,PG,2.5,0.3
2012,Thomas Robinson,PF,-3.8,-1.5
2012,Rajon Rondo,PG,1.6,0.6
2012,Terrence Ross,SG,-1.7,-0.7
2012,Ricky Rubio,PG,-0.8,1.9
2012,John Salmons,SF,-1.1,-1.5
2012,Larry Sanders,C,-1.1,2
2012,Luis Scola,PF,-0.3,-0.2
2012,Thabo Sefolosha,SG,0.6,1.8
2012,Kevin Seraphin,C,-4.9,-0.7
2012,Ramon Sessions,SG,1.6,-2
2012,Iman Shumpert,SG,-0.8,0.7
2012,Alexey Shved,SG,-1.1,-0.6
2012,Kyle Singler,SF,-2.2,-0.8
2012,Chris Singleton,PF,-5.6,1.3
2012,Greg Smith,C,-0.6,0
2012,JR Smith,SG,1.6,-0.4
2012,Jason Smith,C,-1.4,-0.3
2012,Josh Smith,PF,0.3,1.5
2012,Marreese Speights,C,-1.3,-1.4
2012,Tiago Splitter,PF,0.8,1.3
2012,Lance Stephenson,SG,-1.7,1.7
2012,DeShawn Stevenson,SG,-2,-0.4
2012,Greg Stiemsma,C,-5.1,2.3
2012,Rodney Stuckey,SG,-0.6,-1.3
2012,Jared Sullinger,PF,-2.3,0.4
2012,Jeff Taylor,SF,-2.1,-1.5
2012,Jeff Teague,PG,0.9,-0.6
2012,Sebastian Telfair,PG,-1.5,-0.2
2012,Garrett Temple,SG,-3.8,1.5
2012,Jason Terry,SG,0,-0.2
2012,Hasheem Thabeet,C,-3.9,2.4
2012,Isaiah Thomas,PG,2.5,-2
2012,Jason Thompson,PF,-1,-1.6
2012,Klay Thompson,SG,-0.1,-0.2
2012,Tristan Thompson,PF,-0.2,-1.6
2012,Marcus Thornton,SG,2.3,-2
2012,Jamaal Tinsley,PG,-1.8,0.3
2012,Anthony Tolliver,SF,-2.5,-0.5
2012,P.J. Tucker,SG,-1.3,-0.1
2012,Ronny Turiaf,C,-3.2,1.5
2012,Evan Turner,SF,-2.2,-0.2
2012,Ekpe Udoh,C,-2.8,1.1
2012,Beno Udrih,SG-PG,0,-1.4
2012,Jonas Valanciunas,C,-1.1,0
2012,Anderson Varejao,C,3.8,-0.1
2012,Greivis Vasquez,PG,1.6,-1.9
2012,Charlie Villanueva,PF,0.5,-0.5
2012,Nikola Vucevic,C,0,-0.5
2012,Dwyane Wade,SG,3.7,0.7
2012,Dion Waiters,SG,-0.4,-1.8
2012,Kemba Walker,PG,2.2,-0.8
2012,John Wall,PG,2.7,1.1
2012,Gerald Wallace,SF,-1.2,1.8
2012,Luke Walton,PF,-1.9,0.9
2012,C.J. Watson,PG,0.3,0.6
2012,Earl Watson,PG,-3.9,0.4
2012,Martell Webster,SF,0.5,0.3
2012,David West,PF,2.4,1.5
2012,Russell Westbrook,PG,4.6,-0.2
2012,Chris Wilcox,C,-1.5,1.5
2012,Damien Wilkins,SG,-2.3,0.1
2012,Deron Williams,PG,4.5,-0.7
2012,Derrick Williams,PF,-0.5,-1
2012,Lou Williams,SG,1.3,-0.3
2012,Marvin Williams,SF,-0.8,-0.4
2012,Mo Williams,PG,0.9,-1.7
2012,Metta World Peace,SF,-0.5,0.9
2012,Brandan Wright,C,2.1,0.4
2012,Dorell Wright,SF,1.9,0.6
2012,Nick Young,SG,-0.1,-0.6
2012,Thaddeus Young,PF,0.2,1
2012,Tyler Zeller,C,-3.1,-0.9
2013,Quincy Acy,SF,-2.5,0.8
2013,Steven Adams,C,-3.1,0.9
2013,Jeff Adrien,PF,0,-0.9
2013,Arron Afflalo,SG,1.4,-1.6
2013,Alexis Ajinca,C,-2.7,0.1
2013,LaMarcus Aldridge,PF,2.3,0.1
2013,Lavoy Allen,PF,-2.6,-0.8
2013,Ray Allen,SG,0.5,-0.9
2013,Tony Allen,SG,-1.1,2.1
2013,Al-Farouq Aminu,SF,-0.9,0.3
2013,Chris Andersen,C,0.6,0.7
